Office Supplies,Paper,Green Bar Computer Printout Paper,307.776,7,111.569
Office Supplies,Storage,Tennsco Industrial Shelving,244.55,5,4.891
Office Supplies,Envelopes,Poly String Tie Envelopes,12.24,6,5.753
Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,13.98,2,6.011
Technology,Accessories,Logitech?VX Revolution Cordless Laser Mouse for Notebooks (Black),899.95,5,53.997
Office Supplies,Envelopes,Poly String Tie Envelopes,1.632,1,0.551
Technology,Phones,RCA Visys Integrated PBX 8-Line Router,267.96,5,16.748
Technology,Accessories,Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack,31.95,1,2.236
Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,210.494
Office Supplies,Binders,Avery Durable Plastic 1" Binders,10.896,3,3.95
Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,2.884
Office Supplies,Binders,GBC Standard Recycled Report Covers, Clear Plastic Sheets,32.34,3,15.523
Office Supplies,Paper,Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book,39.9,5,19.95
Office Supplies,Paper,Xerox 1884,143.856,9,48.551
Office Supplies,Paper,Advantus Motivational Note Cards,41.92,4,15.196
Technology,Phones,AT&T CL83451 4-Handset Telephone,329.584,2,37.078
Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28,8,41.022
Furniture,Chairs,Iceberg Nesting Folding Chair, 19w x 6d x 43h,279.456,6,20.959
Office Supplies,Paper,EcoTones Memo Sheets,8.0,2,3.84
Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.24,5,9.534
Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,1,1.636
Office Supplies,Storage,Akro Stacking Bins,15.78,2,0.631
Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2,12.874
Furniture,Bookcases,Sauder Cornerstone Collection Library,198.272,8,-32.219
Office Supplies,Storage,Standard Rollaway File with Lock,720.76,5,54.057
Furniture,Furnishings,Executive Impressions 10" Spectator Wall Clock,70.56,6,23.99
Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,81.96,2,22.949
Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,6.486
Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,151.192,1,13.229
Technology,Phones,Logitech B530 USB?Headset?-?headset?- Full size, Binaural,88.776,3,7.768
Office Supplies,Labels,Avery 512,11.56,4,5.433
Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,15.58,1,3.895
Office Supplies,Paper,Xerox 1906,85.056,3,28.706
Furniture,Furnishings,3M Polarizing Task Lamp with Clamp Arm, Light Gray,273.96,2,71.23
Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,306.9,3,79.794
Office Supplies,Paper,Xerox 1999,15.552,3,5.443
Furniture,Tables,KI Conference Tables,347.361,7,-69.472
Office Supplies,Paper,Xerox 2,10.368,2,3.629
Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,9.816
Office Supplies,Art,Staples in misc. colors,31.44,3,7.86
Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348.488,7,117.615
Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,172.736,4,-30.229
Office Supplies,Paper,Array Memo Cubes,15.54,3,7.615
Technology,Machines,Texas Instruments TI-34 Scientific Calculator,105.552,6,35.624
Office Supplies,Paper,Xerox 202,25.92,5,9.072
Office Supplies,Fasteners,Staples,15.808,8,5.335
Office Supplies,Paper,Xerox 1930,10.368,2,3.758
Technology,Phones,Bose SoundLink Bluetooth Speaker,358.2,3,41.79
Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,545.916,14,72.789
Office Supplies,Binders,Avery Non-Stick Binders,40.41,9,18.589
Technology,Phones,iHome FM Clock Radio with Lightning Dock,167.976,3,10.499
Technology,Accessories,Memorex Micro Travel Drive 32 GB,109.53,3,47.098
Office Supplies,Labels,Avery 493,9.82,2,4.812
Office Supplies,Binders,GBC Imprintable Covers,26.352,3,9.553
Office Supplies,Labels,Avery 480,22.5,6,10.8
Office Supplies,Labels,Avery 499,9.96,2,4.582
Office Supplies,Binders,Premier Elliptical Ring Binder, Black,213.08,7,102.278
Furniture,Bookcases,Sauder Inglewood Library Bookcases,1025.88,6,235.952
Office Supplies,Paper,Adams "While You Were Out" Message Pads,21.98,7,9.891
Furniture,Furnishings,Nu-Dell Executive Frame,63.2,5,23.384
Office Supplies,Appliances,Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack,39.0,12,11.31
Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.907,3,-2.035
Furniture,Bookcases,Bush Somerset Collection Bookcase,556.665,5,6.549
Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,15.116
Technology,Accessories,Logitech M510 Wireless Mouse,79.98,2,26.393
Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,24.672,4,7.71
Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.744,1,1.31
Technology,Phones,AT&T 1070 Corded Phone,445.96,5,55.745
Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,15.221
Office Supplies,Fasteners,Acco Clips to Go Binder Clips, 24 Clips in Two Sizes,10.65,3,5.005
Office Supplies,Paper,Standard Line ?While You Were Out? Hardbound Telephone Message Book,87.92,4,40.443
Office Supplies,Binders,Performers Binder/Pad Holder, Black,22.424,1,8.409
Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,33.93
Office Supplies,Storage,SAFCO Mobile Desk Side File, Wire Frame,42.76,1,11.118
Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.08,7,3.528
Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,101.34,3,8.107
Technology,Phones,Plantronics Encore H101 Dual Earpieces?Headset,224.75,5,62.93
Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,73.176,6,-197.575
Office Supplies,Paper,Xerox 217,20.736,4,7.258
Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,39.984,2,-8.996
Office Supplies,Binders,GBC VeloBinder Strips,15.36,2,7.68
Office Supplies,Paper,Xerox 212,36.288,7,12.701
Technology,Phones,Jabra SPEAK 410,150.384,2,15.038
Technology,Phones,LG Exalt,280.782,3,-60.836
Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.984,2,1.199
Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,3,3.931
Office Supplies,Paper,Xerox 1963,26.4,5,11.88
Office Supplies,Art,Newell 326,3.52,2,1.021
Technology,Accessories,Logitech?Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,659.98
Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.9,6,51.474
Furniture,Bookcases,Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order,599.165,5,35.245
Office Supplies,Storage,Tenex File Box, Personal Filing Tote with Lid, Black,46.53,3,12.098
Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,1.999
Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.568,2,16.157
Office Supplies,Paper,RSVP Cards & Envelopes, Blank White, 8-1/2" X 11", 24 Cards/25 Envelopes/Set,4.064,1,1.372
Office Supplies,Binders,SlimView Poly Binder, 3/8",6.216,4,-4.973
Office Supplies,Art,Newell 318,8.896,4,0.667
Office Supplies,Appliances,Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black,1640.7,5,459.396
Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270.0,3,97.2
Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,5.368
Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,9.81,5,-6.867
Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.216,3,15.991
Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.784,2,183.995
Office Supplies,Art,DIXON Oriole Pencils,2.064,1,0.155
Office Supplies,Paper,Unpadded Memo Slips,6.368,2,2.388
Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,36.852
Office Supplies,Binders,DXL Angle-View Binders with Locking Rings, Black,62.296,13,21.025
Office Supplies,Art,Barrel Sharpener,10.71,3,2.785
Office Supplies,Envelopes,Quality Park Security Envelopes,20.936,1,7.066
Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33.0,6,8.25
Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,87.482
Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,7.159
Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.4,5,10.906
Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2,149.382
Furniture,Furnishings,Seth Thomas 8 1/2" Cubicle Clock,40.56,2,12.979
Office Supplies,Supplies,Fiskars 8" Scissors, 2/Pack,86.2,5,24.998
Office Supplies,Paper,Things To Do Today Spiral Book,38.016,6,13.781
Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.384,1,0.734
Office Supplies,Art,Newell 341,6.848,2,0.77
Office Supplies,Fasteners,Acco Glide Clips,19.6,5,9.604
Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,20.538
Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.344,6,4.337
Furniture,Tables,Bush Cubix Conference Tables, Fully Assembled,1478.272,8,92.392
Office Supplies,Storage,Tennsco Commercial Shelving,16.272,1,-3.865
Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,4.435
Office Supplies,Binders,GBC Standard Recycled Report Covers, Clear Plastic Sheets,32.34,10,-23.716
Office Supplies,Paper,TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page,56.064,4,19.622
Office Supplies,Envelopes,Tyvek  Top-Opening Peel & Seel Envelopes, Plain White,108.72,5,36.693
Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,-320.597
Office Supplies,Paper,Memo Book, 100 Message Capacity, 5 3/8? x 11?,16.176,3,6.066
Furniture,Chairs,Global Deluxe Stacking Chair, Gray,122.352,3,13.765
Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back,585.552,3,73.194
Office Supplies,Paper,Xerox 217,19.44,3,9.331
Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92,5,9.294
Furniture,Furnishings,OIC Stacking Trays,13.36,5,4.008
Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,-17.608
Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.018,7,-183.632
Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,2,37.534
Office Supplies,Labels,Avery 490,44.4,3,22.2
Office Supplies,Storage,Tenex Personal Self-Stacking Standard File Box, Black/Gray,84.55,5,22.828
Office Supplies,Paper,Xerox 1992,17.94,3,8.791
Office Supplies,Binders,Wilson Jones Elliptical Ring 3 1/2" Capacity Binders, 800 sheets,128.4,3,62.916
Office Supplies,Binders,Avery Hole Reinforcements,1.869,1,-1.308
Technology,Phones,Digium D40 VoIP phone,103.192,1,11.609
Technology,Accessories,KeyTronic?E03601U1 -?Keyboard?- Beige,36.0,2,6.48
Technology,Accessories,Logitech?Illuminated - Keyboard,239.96,4,115.181
Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2,0.407
Furniture,Chairs,Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum,419.136,4,-68.11
Office Supplies,Envelopes,Staple envelope,23.472,3,7.628
Office Supplies,Binders,Avery Non-Stick Binders,3.592,4,-6.286
Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3,-5.694
Office Supplies,Labels,Avery 494,6.264,3,2.036
Office Supplies,Appliances,Staple holder,20.808,3,1.821
Furniture,Chairs,Global Wood Trimmed Manager's Task Chair, Khaki,218.352,3,-19.106
Office Supplies,Storage,SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h,18.16,2,1.816
Office Supplies,Supplies,Staple remover,7.36,2,0.147
Office Supplies,Labels,Avery 489,41.4,4,19.872
Furniture,Bookcases,Sauder Camden County Barrister Bookcase, Planked Cherry Finish,411.332,4,-4.839
Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656,4,-6.125
Technology,Accessories,Microsoft Sculpt Comfort Mouse,63.92,2,19.176
Office Supplies,Art,Newell 349,6.56,2,1.902
Office Supplies,Labels,Avery 509,7.83,3,3.602
Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,8.799
Furniture,Chairs,Hon Mobius Operator's Chair,664.146,6,88.553
Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2,4.39
Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.312,1,0.662
Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20.136,3,1.258
Office Supplies,Envelopes,Colored Envelopes,8.856,3,2.878
Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,4,-186.16
Office Supplies,Paper,Xerox 1925,61.96,2,27.882
Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4,8.602
Furniture,Furnishings,Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black,145.9,5,62.737
Office Supplies,Paper,Xerox 1880,56.704,2,19.138
Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.12,2,3.475
Office Supplies,Paper,Message Book, Wirebound, Four 5 1/2" X 4" Forms/Pg., 200 Dupl. Sets/Book,32.896,4,11.102
Office Supplies,Paper,TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack,22.776,3,7.687
Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,3,2.4
Office Supplies,Appliances,Eureka The Boss Lite 10-Amp Upright Vacuum, Blue,160.32,2,44.89
Technology,Phones,Plantronics MX500i Earset,128.85,3,3.865
Technology,Accessories,Logitech?Z-906 Speaker sys - home theater - 5.1-CH,1319.96,4,527.984
Furniture,Chairs,Global Chrome Stack Chair,239.96,10,-10.284
Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,54.768,2,6.846
Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.392,3,3.181
Office Supplies,Paper,Xerox 1956,23.92,5,8.671
Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,255.968,4,-28.796
Office Supplies,Binders,Avery Non-Stick Binders,21.552,6,7.004
Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,4,15.725
Office Supplies,Paper,Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page,80.28,12,36.929
Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2,4.01
Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.652
Office Supplies,Paper,Xerox 1912,37.94,2,18.211
Technology,Phones,PureGear Roll-On Screen Protector,79.96,5,27.986
Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,3,40.354
Technology,Phones,ClearOne CHATAttach 160 -?speaker phone,2479.96,4,743.988
Technology,Accessories,Logitech Trackman Marble Mouse,179.94,6,75.575
Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3,5.101
Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3,129.348
Office Supplies,Paper,Xerox 191,59.94,3,28.172
Office Supplies,Binders,Trimflex Flexible Post Binders,64.14,3,30.787
Office Supplies,Binders,Avery Binder Labels,11.67,3,5.602
Office Supplies,Paper,Xerox 230,12.96,2,6.221
Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,17.43,3,8.018
Furniture,Chairs,High-Back Leather Manager's Chair,181.986,2,-54.596
Office Supplies,Binders,Avery Durable Slant Ring Binders, No Labels,1.592,2,-2.627
Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,22.344,3,2.514
Furniture,Tables,SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine,455.97,6,-218.866
Office Supplies,Binders,Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear,10.44,6,-7.656
Office Supplies,Binders,Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl,5.214,2,-4.171
Office Supplies,Storage,Tenex Personal Project File with Scoop Front Design, Black,67.4,5,17.524
Furniture,Furnishings,DAX Copper Panel Document Frame, 5 x 7 Size,25.16,2,10.567
Technology,Phones,Motorla HX550 Universal Bluetooth Headset,126.56,4,47.46
Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,3,11.794
Technology,Accessories,Micropad Numeric Keypads,139.93,7,34.982
Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672,1,0.334
Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,16.656,6,-3.123
Technology,Accessories,Imation?16GB Mini TravelDrive USB 2.0?Flash Drive,79.512,3,20.872
Office Supplies,Paper,Xerox 216,36.288,7,12.701
Furniture,Bookcases,Bestar Classic Bookcase,67.993,1,-12.999
Furniture,Furnishings,Master Caster Door Stop, Gray,10.16,2,3.454
Furniture,Furnishings,Stackable Trays,6.16,2,1.971
Office Supplies,Art,Boston Electric Pencil Sharpener, Model 1818, Charcoal Black,56.3,2,15.764
Office Supplies,Paper,Xerox 20,6.48,1,3.11
Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,238.653
Office Supplies,Labels,Avery 483,14.94,3,6.872
Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,1,17.27
Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,5,1439.976
Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,64.12,4,30.778
Office Supplies,Art,Col-Erase Pencils with Erasers,19.456,4,2.189
Technology,Machines,HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax,209.986,2,8.999
Office Supplies,Art,Eberhard Faber 3 1/2" Golf Pencils,29.76,5,1.86
Furniture,Chairs,SAFCO Folding Chair Trolley,89.768,1,-2.565
Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,335.994
Office Supplies,Paper,Xerox 1993,15.552,3,5.638
Technology,Phones,Plantronics MX500i Earset,34.36,1,-7.302
Office Supplies,Paper,Xerox 1893,98.376,3,35.661
Office Supplies,Binders,Large Capacity Hanging Post Binders,29.94,4,-23.952
Office Supplies,Paper,Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book,17.472,3,5.678
Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,1,-9.185
Technology,Phones,Panasonic KX T7736-B Digital phone,179.94,2,-44.985
Furniture,Furnishings,Howard Miller 14-1/2" Diameter Chrome Round Wall Clock,383.64,6,122.765
Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3,15.826
Office Supplies,Art,Newell 35,6.56,2,1.902
Furniture,Chairs,Novimex Fabric Task Chair,243.92,5,-15.245
Office Supplies,Paper,Astroparche Fine Business Paper,47.52,9,22.81
Furniture,Furnishings,24-Hour Round Wall Clock,19.98,1,8.591
Office Supplies,Art,Sanford Pocket Accent Highlighters,8.0,5,3.44
Furniture,Furnishings,Stackable Trays,6.16,2,1.971
Office Supplies,Storage,Iris 3-Drawer Stacking Bin, Black,83.56,4,1.671
Technology,Phones,Panasonic Business?Telephones?KX-T7736,546.06,3,163.818
Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,5.39
Office Supplies,Fasteners,Stockwell Push Pins,10.9,5,3.597
Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Dark Blue,6.096,2,2.21
Office Supplies,Storage,SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h,34.05,3,9.534
Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2,81.047
Furniture,Chairs,Global High-Back Leather Tilter, Burgundy,245.98,2,27.058
Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,18.94,1,9.47
Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',59.913,7,-45.933
Technology,Phones,Panasonic KX-TG9471B,391.98,2,109.754
Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,3,131.355
Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,68.62,2,32.251
Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,25.02,3,6.505
Office Supplies,Art,Barrel Sharpener,10.71,3,2.785
Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984,2,4.199
Office Supplies,Envelopes,Convenience Packs of Business Envelopes,14.48,5,4.887
Technology,Accessories,Logitech G105 Gaming Keyboard,142.488,3,-3.562
Office Supplies,Storage,Portfile Personal File Boxes,14.16,1,1.062
Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92,5,27.972
Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,6,206.623
Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2,1.068
Furniture,Chairs,Global High-Back Leather Tilter, Burgundy,98.392,1,-11.069
Office Supplies,Art,Newell 311,11.05,5,2.984
Office Supplies,Appliances,Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags,7.78,2,2.023
Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,217.767
Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,3,-4.641
Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2,371.316
Technology,Accessories,Imation Bio 8GB USB?Flash Drive Imation?Corp,1496.16,9,224.424
Office Supplies,Storage,Belkin 19" Center-Weighted Shelf, Gray,117.96,2,5.898
Office Supplies,Art,Dixon Prang Watercolor Pencils, 10-Color Set with Brush,21.3,5,8.733
Office Supplies,Appliances,1.7 Cubic Foot Compact "Cube" Office Refrigerators,1040.8,5,281.016
Office Supplies,Art,Newell 331,29.34,6,7.922
Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,5.368
Office Supplies,Storage,Stur-D-Stor Shelving, Vertical 5-Shelf: 72"H x 36"W x 18 1/2"D,443.92,4,8.878
Technology,Accessories,Logitech Wireless Headset h800,499.95,5,174.982
Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,3.04,1,1.034
Furniture,Chairs,Global Fabric Manager's Chair, Dark Gray,201.96,2,50.49
Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,68.64,11,17.16
Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0,4,21.0
Technology,Accessories,Logitech?VX Revolution Cordless Laser Mouse for Notebooks (Black),359.98,2,21.599
Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,2.957
Furniture,Tables,Bevis Oval Conference Table, Walnut,2348.82,9,399.299
Office Supplies,Labels,Avery 512,13.872,6,4.682
Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,273.552,3,-13.678
Furniture,Tables,Iceberg OfficeWorks 42" Round Tables,815.292,9,-339.705
Technology,Accessories,Enermax Aurora Lite Keyboard,234.45,3,103.158
Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,6,75.373
Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,8.206
Office Supplies,Binders,3-ring staple pack,10.528,7,3.685
Office Supplies,Binders,Surelock Post Binders,152.8,5,76.4
Office Supplies,Binders,Square Ring Data Binders, Rigid 75 Pt. Covers, 11" x 14-7/8",82.56,5,28.896
Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,284.97,3,85.491
Furniture,Furnishings,Career Cubicle Clock, 8 1/4", Black,60.84,3,23.119
Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,149.148
Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3,35.76
Office Supplies,Paper,EcoTones Memo Sheets,28.8,9,10.08
Office Supplies,Art,Newell 318,11.12,4,2.891
Furniture,Furnishings,Regeneration Desk Collection,7.04,4,3.098
Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,8.791
Office Supplies,Binders,Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl,34.76,5,11.297
Furniture,Furnishings,Tensor Computer Mounted Lamp,74.45,5,20.102
Furniture,Furnishings,DAX Wood Document Frame,192.22,14,69.199
Office Supplies,Paper,Xerox 220,19.44,3,9.331
Office Supplies,Paper,Xerox 221,32.4,5,15.552
Office Supplies,Envelopes,Peel & Seel Recycled Catalog Envelopes, Brown,57.9,5,28.95
Office Supplies,Storage,Sterilite Show Offs Storage Containers,10.56,2,0.0
Furniture,Bookcases,Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors,1194.165,5,210.735
Office Supplies,Paper,Xerox 1893,40.99,1,20.085
Office Supplies,Art,Newell 343,2.94,1,0.794
Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,-30.16
Office Supplies,Art,Newell 312,18.688,4,2.336
Office Supplies,Paper,Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book,11.648,2,3.786
Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,112.776,3,-8.458
Furniture,Tables,Iceberg OfficeWorks 42" Round Tables,377.45,5,-264.215
Office Supplies,Labels,Avery White Multi-Purpose Labels,15.936,4,5.179
Technology,Phones,Macally Suction Cup Mount,28.68,3,-7.17
Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,21.44,2,7.504
Office Supplies,Storage,Sensible Storage WireTech Storage Systems,511.056,9,-95.823
Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656,2,1.399
Office Supplies,Binders,Wilson Jones 1" Hanging DublLock Ring Binders,11.088,7,-8.131
Office Supplies,Storage,Safco Steel Mobile File Cart,66.688,1,4.168
Office Supplies,Storage,Fellowes Mobile File Cart, Black,99.488,2,8.705
Office Supplies,Labels,Avery 486,14.62,2,6.871
Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,53.984,14,17.545
Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,132.59
Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,355.36,4,92.394
Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376,3,8.774
Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,15.84,2,5.544
Office Supplies,Paper,Xerox 1972,8.448,2,2.64
Office Supplies,Paper,Xerox 218,12.96,2,6.221
Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,57.408,6,5.741
Technology,Accessories,Imation?30456 USB?Flash Drive?8GB,27.6,4,2.208
Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,38.976,3,-50.669
Office Supplies,Fasteners,Staples,20.44,7,9.198
Office Supplies,Paper,Xerox 1889,109.92,2,53.861
Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,6.38,1,2.935
Office Supplies,Paper,Xerox 232,6.48,1,3.11
Office Supplies,Paper,Xerox 1990,15.84,3,7.128
Technology,Phones,Motorola Droid Maxx,1049.93,7,293.98
